"Sample Date","Test date","WRRF Name","WRRF Abbreviation","Concentration SARS-CoV-2 gene target (N1 Copies/L) ","Per capita SARS-CoV-2 load (N1 copies per day per population)","Annotation","Population Served, estimated ","Technology"
"05/20/2025","05/22/2025","Owls Head","OH","28,342.86","9,180,000.00",,"923,524","dPCR-SC2"
"05/20/2025","05/22/2025","26th Ward","26W","23,760.00","12,200,000.00",,"318,262","dPCR-SC2"
"05/20/2025","05/22/2025","Oakwood Beach","OB","69,394.29","29,300,000.00",,"243,910","dPCR-SC2"
"05/20/2025","05/22/2025","North River","NR","22,811.43","13,000,000.00",,"649,549","dPCR-SC2"
"05/20/2025","05/22/2025","Newtown Creek","NC","32,228.57","17,100,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"05/20/2025","05/22/2025","Jamaica Bay","JA","29,394.29","10,300,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"05/20/2025","05/22/2025","Bowery Bay","BB","195,657.14","68,700,000.00",,"894,311","dPCR-SC2"
"05/20/2025","05/22/2025","Hunts Point","HP","28,102.86","14,400,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"05/18/2025","05/20/2025","Oakwood Beach","OB","66,308.57","29,400,000.00",,"243,910","dPCR-SC2"
"05/18/2025","05/20/2025","Wards Island","WI","42,160.00","24,100,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"05/18/2025","05/20/2025","Tallman Island","TI","38,880.00","17,700,000.00",,"457,817","dPCR-SC2"
"05/18/2025","05/20/2025","Rockaway","RK","50,560.00","30,800,000.00",,"117,991","dPCR-SC2"
"05/18/2025","05/20/2025","Red Hook","RH","72,125.71","26,500,000.00",,"257,556","dPCR-SC2"
"05/18/2025","05/20/2025","Port Richmond","PR","10,091.43","3,830,000.00",,"224,516","dPCR-SC2"
"05/18/2025","05/20/2025","Owls Head","OH","13,405.71","4,230,000.00",,"923,524","dPCR-SC2"
"05/18/2025","05/20/2025","North River","NR","43,714.29","24,200,000.00",,"649,549","dPCR-SC2"
"05/18/2025","05/20/2025","Newtown Creek","NC","40,034.29","20,500,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"05/18/2025","05/20/2025","Jamaica Bay","JA","71,108.57","25,300,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"05/18/2025","05/20/2025","Hunts Point","HP","23,794.29","12,700,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"05/18/2025","05/20/2025","Coney Island","CI","16,982.86","8,640,000.00",,"647,635","dPCR-SC2"
"05/18/2025","05/20/2025","Bowery Bay","BB","56,537.14","21,500,000.00",,"894,311","dPCR-SC2"
"05/18/2025","05/20/2025","26th Ward","26W","52,960.00","23,900,000.00",,"318,262","dPCR-SC2"
"05/13/2025","05/15/2025","26th Ward","26W","41,028.57","21,500,000.00",,"318,262","dPCR-SC2"
"05/13/2025","05/15/2025","Wards Island","WI","116,800.00","74,200,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"05/13/2025","05/15/2025","Tallman Island","TI","28,480.00","14,100,000.00",,"457,817","dPCR-SC2"
"05/13/2025","05/15/2025","Rockaway","RK","19,325.71","11,200,000.00",,"117,991","dPCR-SC2"
"05/13/2025","05/15/2025","Red Hook","RH","75,794.29","33,400,000.00",,"257,556","dPCR-SC2"
"05/13/2025","05/15/2025","Port Richmond","PR","14,525.71","6,390,000.00",,"224,516","dPCR-SC2"
"05/13/2025","05/15/2025","Owls Head","OH","35,680.00","14,800,000.00",,"923,524","dPCR-SC2"
"05/13/2025","05/15/2025","Oakwood Beach","OB","58,662.86","24,800,000.00",,"243,910","dPCR-SC2"
"05/13/2025","05/15/2025","North River","NR","37,017.14","22,700,000.00",,"649,549","dPCR-SC2"
"05/13/2025","05/15/2025","Newtown Creek","NC","42,960.00","27,300,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"05/13/2025","05/15/2025","Jamaica Bay","JA","78,445.71","29,500,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"05/13/2025","05/15/2025","Hunts Point","HP","40,297.14","27,900,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"05/13/2025","05/15/2025","Coney Island","CI",,,,"647,635","dPCR-SC2"
"05/13/2025","05/15/2025","Bowery Bay","BB","60,697.14","30,600,000.00",,"894,311","dPCR-SC2"
"05/11/2025","05/13/2025","Coney Island","CI","2,422.86","1,120,000.00",,"647,635","dPCR-SC2"
"05/11/2025","05/13/2025","Wards Island","WI","10,834.29","6,080,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"05/11/2025","05/13/2025","Tallman Island","TI","20,628.57","10,400,000.00",,"457,817","dPCR-SC2"
"05/11/2025","05/13/2025","Rockaway","RK","3,737.14","2,160,000.00",,"117,991","dPCR-SC2"
"05/11/2025","05/13/2025","Red Hook","RH","6,925.71","2,440,000.00",,"257,556","dPCR-SC2"
"05/11/2025","05/13/2025","Port Richmond","PR","1,897.14","672,000.00",,"224,516","dPCR-SC2"
"05/11/2025","05/13/2025","Owls Head","OH","4,468.57","1,360,000.00",,"923,524","dPCR-SC2"
"05/11/2025","05/13/2025","Oakwood Beach","OB","10,697.14","4,320,000.00",,"243,910","dPCR-SC2"
"05/11/2025","05/13/2025","North River","NR","6,777.14","3,670,000.00",,"649,549","dPCR-SC2"
"05/11/2025","05/13/2025","Newtown Creek","NC","24,457.14","12,000,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"05/11/2025","05/13/2025","Jamaica Bay","JA","4,891.43","1,690,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"05/11/2025","05/13/2025","Hunts Point","HP","6,102.86","3,430,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"05/11/2025","05/13/2025","Bowery Bay","BB","2,994.29","1,090,000.00",,"894,311","dPCR-SC2"
"05/11/2025","05/13/2025","26th Ward","26W","4,148.57","1,780,000.00",,"318,262","dPCR-SC2"
"05/06/2025","05/08/2025","Bowery Bay","BB","88,857.14","47,400,000.00",,"894,311","dPCR-SC2"
"05/06/2025","05/08/2025","Wards Island","WI","141,828.57","101,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"05/06/2025","05/08/2025","Tallman Island","TI","60,171.43","28,400,000.00",,"457,817","dPCR-SC2"
"05/06/2025","05/08/2025","Rockaway","RK","19,954.29","11,500,000.00",,"117,991","dPCR-SC2"
"05/06/2025","05/08/2025","Red Hook","RH","23,325.71","9,600,000.00",,"257,556","dPCR-SC2"
"05/06/2025","05/08/2025","Port Richmond","PR","22,114.29","8,350,000.00",,"224,516","dPCR-SC2"
"05/06/2025","05/08/2025","Owls Head","OH","30,697.14","18,200,000.00",,"923,524","dPCR-SC2"
"05/06/2025","05/08/2025","Oakwood Beach","OB","52,274.29","21,600,000.00",,"243,910","dPCR-SC2"
"05/06/2025","05/08/2025","North River","NR",,,,"649,549","dPCR-SC2"
"05/06/2025","05/08/2025","Newtown Creek","NC","47,154.29","30,200,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"05/06/2025","05/08/2025","Jamaica Bay","JA","51,405.71","19,900,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"05/06/2025","05/08/2025","Hunts Point","HP","48,937.14","33,200,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"05/06/2025","05/08/2025","26th Ward","26W","27,897.14","17,300,000.00",,"318,262","dPCR-SC2"
"05/06/2025","05/08/2025","Coney Island","CI","6,068.57","3,300,000.00",,"647,635","dPCR-SC2"
"05/04/2025","05/06/2025","Oakwood Beach","OB","36,228.57","15,200,000.00",,"243,910","dPCR-SC2"
"05/04/2025","05/06/2025","Wards Island","WI","122,285.71","75,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"05/04/2025","05/06/2025","Tallman Island","TI","26,788.57","13,500,000.00",,"457,817","dPCR-SC2"
"05/04/2025","05/06/2025","Rockaway","RK","1,090,971.43","665,000,000.00",,"117,991","dPCR-SC2"
"05/04/2025","05/06/2025","Red Hook","RH","11,337.14","4,830,000.00",,"257,556","dPCR-SC2"
"05/04/2025","05/06/2025","Port Richmond","PR","8,834.29","3,280,000.00",,"224,516","dPCR-SC2"
"05/04/2025","05/06/2025","Owls Head","OH","11,451.43","4,740,000.00",,"923,524","dPCR-SC2"
"05/04/2025","05/06/2025","North River","NR","66,068.57","46,200,000.00",,"649,549","dPCR-SC2"
"05/04/2025","05/06/2025","Newtown Creek","NC","38,137.14","22,100,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"05/04/2025","05/06/2025","Jamaica Bay","JA","30,594.29","13,100,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"05/04/2025","05/06/2025","Hunts Point","HP","36,068.57","22,200,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"05/04/2025","05/06/2025","Coney Island","CI","3,040.00","1,580,000.00",,"647,635","dPCR-SC2"
"05/04/2025","05/06/2025","Bowery Bay","BB","25,188.57","11,300,000.00",,"894,311","dPCR-SC2"
"05/04/2025","05/06/2025","26th Ward","26W","11,291.43","6,310,000.00",,"318,262","dPCR-SC2"
"04/29/2025","05/01/2025","26th Ward","26W","67,840.00","29,000,000.00",,"318,262","dPCR-SC2"
"04/29/2025","05/01/2025","Wards Island","WI","116,571.43","62,800,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/29/2025","05/01/2025","Tallman Island","TI","43,154.29","18,900,000.00",,"457,817","dPCR-SC2"
"04/29/2025","05/01/2025","Rockaway","RK","31,817.14","19,400,000.00",,"117,991","dPCR-SC2"
"04/29/2025","05/01/2025","Red Hook","RH","41,725.71","15,900,000.00",,"257,556","dPCR-SC2"
"04/29/2025","05/01/2025","Port Richmond","PR","15,142.86","5,110,000.00",,"224,516","dPCR-SC2"
"04/29/2025","05/01/2025","Owls Head","OH","31,291.43","10,500,000.00",,"923,524","dPCR-SC2"
"04/29/2025","05/01/2025","Oakwood Beach","OB","89,554.29","28,800,000.00",,"243,910","dPCR-SC2"
"04/29/2025","05/01/2025","North River","NR","38,182.86","23,100,000.00",,"649,549","dPCR-SC2"
"04/29/2025","05/01/2025","Newtown Creek","NC","64,582.86","34,200,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/29/2025","05/01/2025","Jamaica Bay","JA","52,034.29","17,700,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/29/2025","05/01/2025","Hunts Point","HP","52,068.57","28,500,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/29/2025","05/01/2025","Coney Island","CI","23,680.00","10,900,000.00",,"647,635","dPCR-SC2"
"04/29/2025","05/01/2025","Bowery Bay","BB","109,622.86","43,600,000.00",,"894,311","dPCR-SC2"
"04/27/2025","04/29/2025","Coney Island","CI","71,291.43","33,300,000.00",,"647,635","dPCR-SC2"
"04/27/2025","04/29/2025","Wards Island","WI","125,257.14","70,300,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/27/2025","04/29/2025","Tallman Island","TI","70,480.00","39,600,000.00",,"457,817","dPCR-SC2"
"04/27/2025","04/29/2025","Rockaway","RK","9,988.57","5,770,000.00",,"117,991","dPCR-SC2"
"04/27/2025","04/29/2025","Red Hook","RH","35,302.86","13,500,000.00",,"257,556","dPCR-SC2"
"04/27/2025","04/29/2025","Port Richmond","PR","14,514.29","4,890,000.00",,"224,516","dPCR-SC2"
"04/27/2025","04/29/2025","Owls Head","OH","72,331.43","23,400,000.00",,"923,524","dPCR-SC2"
"04/27/2025","04/29/2025","Oakwood Beach","OB","55,405.71","24,300,000.00",,"243,910","dPCR-SC2"
"04/27/2025","04/29/2025","North River","NR","50,011.43","28,600,000.00",,"649,549","dPCR-SC2"
"04/27/2025","04/29/2025","Newtown Creek","NC","50,777.14","26,300,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/27/2025","04/29/2025","Jamaica Bay","JA","36,091.43","13,000,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/27/2025","04/29/2025","Hunts Point","HP","56,285.71","32,200,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/27/2025","04/29/2025","Bowery Bay","BB","126,514.29","47,700,000.00",,"894,311","dPCR-SC2"
"04/27/2025","04/29/2025","26th Ward","26W","49,988.57","22,000,000.00",,"318,262","dPCR-SC2"
"04/22/2025","04/24/2025","Jamaica Bay","JA","78,411.43","27,100,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/22/2025","04/24/2025","Wards Island","WI","152,685.71","82,300,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/22/2025","04/24/2025","Tallman Island","TI","38,811.43","16,400,000.00",,"457,817","dPCR-SC2"
"04/22/2025","04/24/2025","Rockaway","RK","57,965.71","33,500,000.00",,"117,991","dPCR-SC2"
"04/22/2025","04/24/2025","Red Hook","RH","59,965.71","20,300,000.00",,"257,556","dPCR-SC2"
"04/22/2025","04/24/2025","Port Richmond","PR","42,971.43","15,300,000.00",,"224,516","dPCR-SC2"
"04/22/2025","04/24/2025","Owls Head","OH","158,400.00","48,000,000.00",,"923,524","dPCR-SC2"
"04/22/2025","04/24/2025","Coney Island","CI","52,822.86","24,100,000.00",,"647,635","dPCR-SC2"
"04/22/2025","04/24/2025","Bowery Bay","BB","135,657.14","50,000,000.00",,"894,311","dPCR-SC2"
"04/22/2025","04/24/2025","26th Ward","26W","111,257.14","47,600,000.00",,"318,262","dPCR-SC2"
"04/22/2025","04/24/2025","Oakwood Beach","OB","150,971.43","62,300,000.00",,"243,910","dPCR-SC2"
"04/22/2025","04/24/2025","North River","NR","28,365.71","16,500,000.00",,"649,549","dPCR-SC2"
"04/22/2025","04/24/2025","Hunts Point","HP","78,182.86","42,000,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/22/2025","04/24/2025","Newtown Creek","NC","69,222.86","36,700,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/20/2025","04/22/2025","Oakwood Beach","OB","103,611.43","45,300,000.00",,"243,910","dPCR-SC2"
"04/20/2025","04/22/2025","Wards Island","WI","145,257.14","75,900,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/20/2025","04/22/2025","Tallman Island","TI","59,657.14","25,600,000.00",,"457,817","dPCR-SC2"
"04/20/2025","04/22/2025","Rockaway","RK","60,582.86","35,000,000.00",,"117,991","dPCR-SC2"
"04/20/2025","04/22/2025","Red Hook","RH","94,742.86","32,000,000.00",,"257,556","dPCR-SC2"
"04/20/2025","04/22/2025","Port Richmond","PR","20,868.57","7,280,000.00",,"224,516","dPCR-SC2"
"04/20/2025","04/22/2025","Owls Head","OH","32,582.86","10,300,000.00",,"923,524","dPCR-SC2"
"04/20/2025","04/22/2025","North River","NR","38,228.57","20,500,000.00",,"649,549","dPCR-SC2"
"04/20/2025","04/22/2025","Newtown Creek","NC","31,668.57","15,900,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/20/2025","04/22/2025","Jamaica Bay","JA","28,788.57","10,200,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/20/2025","04/22/2025","Hunts Point","HP","63,005.71","35,400,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/20/2025","04/22/2025","Coney Island","CI","52,274.29","23,800,000.00",,"647,635","dPCR-SC2"
"04/20/2025","04/22/2025","Bowery Bay","BB","279,085.71","100,000,000.00",,"894,311","dPCR-SC2"
"04/20/2025","04/22/2025","26th Ward","26W","73,188.57","33,100,000.00",,"318,262","dPCR-SC2"
"04/15/2025","04/17/2025","26th Ward","26W","99,965.71","42,800,000.00",,"318,262","dPCR-SC2"
"04/15/2025","04/17/2025","Wards Island","WI","20,388.57","12,200,000.00","This sample was analyzed in duplicate. 
Controls failed on 4/16/25, re-ran on 4/22/25","1,173,448","dPCR-SC2"
"04/15/2025","04/17/2025","Tallman Island","TI","59,451.43","31,000,000.00",,"457,817","dPCR-SC2"
"04/15/2025","04/17/2025","Rockaway","RK","279,542.86","170,000,000.00",,"117,991","dPCR-SC2"
"04/15/2025","04/17/2025","Red Hook","RH","80,171.43","28,300,000.00",,"257,556","dPCR-SC2"
"04/15/2025","04/17/2025","Port Richmond","PR","44,182.86","18,000,000.00",,"224,516","dPCR-SC2"
"04/15/2025","04/17/2025","Owls Head","OH","54,125.71","18,000,000.00",,"923,524","dPCR-SC2"
"04/15/2025","04/17/2025","Oakwood Beach","OB","68,011.43","32,900,000.00",,"243,910","dPCR-SC2"
"04/15/2025","04/17/2025","North River","NR","29,531.43","18,100,000.00",,"649,549","dPCR-SC2"
"04/15/2025","04/17/2025","Newtown Creek","NC","111,851.43","60,000,000.00","This sample was analyzed in duplicate. 
Controls failed on 4/16/25, re-ran on 4/22/25","1,227,810","dPCR-SC2"
"04/15/2025","04/17/2025","Jamaica Bay","JA","114,514.29","40,700,000.00","This sample was analyzed in duplicate. 
Controls failed on 4/16/25, re-ran on 4/22/25","735,054","dPCR-SC2"
"04/15/2025","04/17/2025","Hunts Point","HP","214,171.43","128,000,000.00","This sample was analyzed in duplicate. 
Controls failed on 4/16/25, re-ran on 4/22/25","781,885","dPCR-SC2"
"04/15/2025","04/17/2025","Coney Island","CI","120,571.43","55,000,000.00",,"647,635","dPCR-SC2"
"04/15/2025","04/17/2025","Bowery Bay","BB","17,440.00","6,500,000.00",,"894,311","dPCR-SC2"
"04/13/2025","04/15/2025","Coney Island","CI","101,062.86","49,000,000.00",,"647,635","dPCR-SC2"
"04/13/2025","04/15/2025","Wards Island","WI","121,142.86","71,500,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/13/2025","04/15/2025","Tallman Island","TI","29,222.86","15,900,000.00",,"457,817","dPCR-SC2"
"04/13/2025","04/15/2025","Rockaway","RK","110,651.43","71,000,000.00",,"117,991","dPCR-SC2"
"04/13/2025","04/15/2025","Red Hook","RH","687,542.86","243,000,000.00",,"257,556","dPCR-SC2"
"04/13/2025","04/15/2025","Port Richmond","PR","27,908.57","13,500,000.00",,"224,516","dPCR-SC2"
"04/13/2025","04/15/2025","Owls Head","OH","54,342.86","16,500,000.00",,"923,524","dPCR-SC2"
"04/13/2025","04/15/2025","Oakwood Beach","OB","105,977.14","52,100,000.00",,"243,910","dPCR-SC2"
"04/13/2025","04/15/2025","North River","NR","32,731.43","20,800,000.00",,"649,549","dPCR-SC2"
"04/13/2025","04/15/2025","Newtown Creek","NC","57,314.29","29,700,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/13/2025","04/15/2025","Jamaica Bay","JA","37,337.14","13,700,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/13/2025","04/15/2025","Hunts Point","HP","47,074.29","29,200,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/13/2025","04/15/2025","Bowery Bay","BB","113,531.43","44,700,000.00",,"894,311","dPCR-SC2"
"04/13/2025","04/15/2025","26th Ward","26W","66,068.57","29,900,000.00",,"318,262","dPCR-SC2"
"04/08/2025","04/10/2025","Bowery Bay","BB","107,108.57","39,000,000.00",,"894,311","dPCR-SC2"
"04/08/2025","04/10/2025","Wards Island","WI","145,142.86","82,900,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/08/2025","04/10/2025","Tallman Island","TI","66,822.86","31,500,000.00",,"457,817","dPCR-SC2"
"04/08/2025","04/10/2025","Rockaway","RK","124,457.14","71,900,000.00",,"117,991","dPCR-SC2"
"04/08/2025","04/10/2025","Red Hook","RH","52,354.29","18,500,000.00",,"257,556","dPCR-SC2"
"04/08/2025","04/10/2025","Port Richmond","PR","24,080.00","9,740,000.00",,"224,516","dPCR-SC2"
"04/08/2025","04/10/2025","Owls Head","OH","30,022.86","9,230,000.00",,"923,524","dPCR-SC2"
"04/08/2025","04/10/2025","Oakwood Beach","OB","50,388.57","19,900,000.00",,"243,910","dPCR-SC2"
"04/08/2025","04/10/2025","North River","NR","47,462.86","29,300,000.00",,"649,549","dPCR-SC2"
"04/08/2025","04/10/2025","Newtown Creek","NC","48,982.86","26,900,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/08/2025","04/10/2025","Jamaica Bay","JA","69,851.43","25,200,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/08/2025","04/10/2025","Hunts Point","HP","120,800.00","70,800,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/08/2025","04/10/2025","26th Ward","26W","106,171.43","45,500,000.00",,"318,262","dPCR-SC2"
"04/08/2025","04/10/2025","Coney Island","CI","248,000.00","119,000,000.00",,"647,635","dPCR-SC2"
"04/06/2025","04/08/2025","Oakwood Beach","OB","116,342.86","48,900,000.00",,"243,910","dPCR-SC2"
"04/06/2025","04/08/2025","Wards Island","WI","1,289,142.86","923,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/06/2025","04/08/2025","Tallman Island","TI","66,697.14","36,400,000.00",,"457,817","dPCR-SC2"
"04/06/2025","04/08/2025","Rockaway","RK","38,685.71","23,600,000.00",,"117,991","dPCR-SC2"
"04/06/2025","04/08/2025","Red Hook","RH","33,394.29","11,800,000.00",,"257,556","dPCR-SC2"
"04/06/2025","04/08/2025","Port Richmond","PR","20,205.71","8,520,000.00",,"224,516","dPCR-SC2"
"04/06/2025","04/08/2025","Owls Head","OH","180,228.57","67,200,000.00",,"923,524","dPCR-SC2"
"04/06/2025","04/08/2025","North River","NR","234,742.86","168,000,000.00",,"649,549","dPCR-SC2"
"04/06/2025","04/08/2025","Newtown Creek","NC","229,828.57","124,000,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/06/2025","04/08/2025","Jamaica Bay","JA","60,662.86","22,800,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/06/2025","04/08/2025","Hunts Point","HP","87,520.00","61,900,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/06/2025","04/08/2025","Coney Island","CI","94,331.43","45,200,000.00",,"647,635","dPCR-SC2"
"04/06/2025","04/08/2025","Bowery Bay","BB","151,428.57","64,700,000.00",,"894,311","dPCR-SC2"
"04/06/2025","04/08/2025","26th Ward","26W","107,177.14","48,400,000.00",,"318,262","dPCR-SC2"
"04/01/2025","04/03/2025","26th Ward","26W","137,714.29","70,400,000.00",,"318,262","dPCR-SC2"
"04/01/2025","04/03/2025","Wards Island","WI","383,314.29","192,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"04/01/2025","04/03/2025","Tallman Island","TI","202,857.14","111,000,000.00",,"457,817","dPCR-SC2"
"04/01/2025","04/03/2025","Rockaway","RK","68,091.43","41,500,000.00",,"117,991","dPCR-SC2"
"04/01/2025","04/03/2025","Red Hook","RH","87,885.71","31,000,000.00",,"257,556","dPCR-SC2"
"04/01/2025","04/03/2025","Port Richmond","PR","116,685.71","55,100,000.00",,"224,516","dPCR-SC2"
"04/01/2025","04/03/2025","Owls Head","OH","182,400.00","53,100,000.00",,"923,524","dPCR-SC2"
"04/01/2025","04/03/2025","Oakwood Beach","OB","160,457.14","78,400,000.00",,"243,910","dPCR-SC2"
"04/01/2025","04/03/2025","North River","NR","47,520.00","39,000,000.00",,"649,549","dPCR-SC2"
"04/01/2025","04/03/2025","Newtown Creek","NC","141,942.86","79,600,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"04/01/2025","04/03/2025","Jamaica Bay","JA","161,028.57","58,000,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"04/01/2025","04/03/2025","Hunts Point","HP","164,000.00","100,000,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"04/01/2025","04/03/2025","Coney Island","CI","16,491.43","10,900,000.00",,"647,635","dPCR-SC2"
"04/01/2025","04/03/2025","Bowery Bay","BB","225,828.57","92,700,000.00",,"894,311","dPCR-SC2"
"03/30/2025","04/01/2025","Coney Island","CI","76,697.14","35,900,000.00",,"647,635","dPCR-SC2"
"03/30/2025","04/01/2025","Wards Island","WI","199,085.71","112,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"03/30/2025","04/01/2025","Tallman Island","TI","107,760.00","49,000,000.00",,"457,817","dPCR-SC2"
"03/30/2025","04/01/2025","Rockaway","RK","69,908.57","44,900,000.00",,"117,991","dPCR-SC2"
"03/30/2025","04/01/2025","Red Hook","RH","64,331.43","22,700,000.00",,"257,556","dPCR-SC2"
"03/30/2025","04/01/2025","Port Richmond","PR","36,068.57","13,100,000.00",,"224,516","dPCR-SC2"
"03/30/2025","04/01/2025","Owls Head","OH","59,474.29","18,000,000.00",,"923,524","dPCR-SC2"
"03/30/2025","04/01/2025","Oakwood Beach","OB","86,491.43","39,700,000.00",,"243,910","dPCR-SC2"
"03/30/2025","04/01/2025","North River","NR","51,165.71","30,100,000.00",,"649,549","dPCR-SC2"
"03/30/2025","04/01/2025","Newtown Creek","NC","99,428.57","53,000,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"03/30/2025","04/01/2025","Jamaica Bay","JA","179,771.43","63,000,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"03/30/2025","04/01/2025","Hunts Point","HP","94,457.14","54,000,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"03/30/2025","04/01/2025","Bowery Bay","BB","86,308.57","36,900,000.00",,"894,311","dPCR-SC2"
"03/30/2025","04/01/2025","26th Ward","26W","85,177.14","37,500,000.00",,"318,262","dPCR-SC2"
"03/25/2025","03/27/2025","Coney Island","CI","64,480.00","31,300,000.00",,"647,635","dPCR-SC2"
"03/25/2025","03/27/2025","Wards Island","WI","295,542.86","186,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
"03/25/2025","03/27/2025","Tallman Island","TI","101,508.57","54,600,000.00",,"457,817","dPCR-SC2"
"03/25/2025","03/27/2025","Rockaway","RK","193,828.57","112,000,000.00",,"117,991","dPCR-SC2"
"03/25/2025","03/27/2025","Red Hook","RH","135,885.71","47,900,000.00",,"257,556","dPCR-SC2"
"03/25/2025","03/27/2025","Port Richmond","PR","42,994.29","16,400,000.00",,"224,516","dPCR-SC2"
"03/25/2025","03/27/2025","Owls Head","OH","91,645.71","28,500,000.00",,"923,524","dPCR-SC2"
"03/25/2025","03/27/2025","26th Ward","26W","191,657.14","84,300,000.00",,"318,262","dPCR-SC2"
"03/25/2025","03/27/2025","Oakwood Beach","OB","165,600.00","78,500,000.00",,"243,910","dPCR-SC2"
"03/25/2025","03/27/2025","North River","NR","139,885.71","79,100,000.00",,"649,549","dPCR-SC2"
"03/25/2025","03/27/2025","Newtown Creek","NC","99,280.00","53,900,000.00","This sample was analyzed in duplicate.","1,227,810","dPCR-SC2"
"03/25/2025","03/27/2025","Jamaica Bay","JA","113,017.14","40,200,000.00","This sample was analyzed in duplicate.","735,054","dPCR-SC2"
"03/25/2025","03/27/2025","Bowery Bay","BB","175,085.71","66,700,000.00",,"894,311","dPCR-SC2"
"03/25/2025","03/27/2025","Hunts Point","HP","212,685.71","119,000,000.00","This sample was analyzed in duplicate.","781,885","dPCR-SC2"
"03/23/2025","03/25/2025","Oakwood Beach","OB","693,371.43","321,000,000.00",,"243,910","dPCR-SC2"
"03/23/2025","03/25/2025","Wards Island","WI","554,857.14","310,000,000.00","This sample was analyzed in duplicate.","1,173,448","dPCR-SC2"
